,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
1062,Puppet Master: The Legacy,N/A,Not Rated,80 min,16 Dec 2003,2003,"Fantasy, Horror, Sci-Fi",N/A,3.3,"1,129",Internet Movie Database,3.3/10,null,null,null,null
1063,Quicksand,N/A,TV-MA,45 min,05 Apr 2019,2019–,Drama,null,7.6,"11,467",Internet Movie Database,7.6/10,null,null,null,null
1064,Radio,38,PG,109 min,24 Oct 2003,2003,"Biography, Drama, Sport","$52,277,485",6.9,"36,606",Internet Movie Database,6.9/10,Rotten Tomatoes,36%,Metacritic,38/100
1065,The Real Cancun,34,R,96 min,25 Apr 2003,2003,Documentary,"$3,713,002",2.7,"3,688",Internet Movie Database,2.7/10,Rotten Tomatoes,35%,Metacritic,34/100
1066,The Recruit,56,PG-13,115 min,31 Jan 2003,2003,"Action, Thriller","$52,724,557",6.6,"124,827",Internet Movie Database,6.6/10,Rotten Tomatoes,43%,Metacritic,56/100
1067,The Room,9,R,99 min,03 Mar 2004,2003,Drama,N/A,3.7,"73,663",Internet Movie Database,3.7/10,Rotten Tomatoes,26%,Metacritic,9/100
1068,Rugrats Go Wild,38,PG,80 min,13 Jun 2003,2003,"Animation, Adventure, Comedy, Family, Fantasy, Musical","$39,400,000",5.6,"6,990",Internet Movie Database,5.6/10,Rotten Tomatoes,40%,Metacritic,38/100
1069,Runaway Jury,61,PG-13,127 min,17 Oct 2003,2003,"Crime, Drama, Thriller","$49,238,110",7.1,"86,307",Internet Movie Database,7.1/10,Rotten Tomatoes,73%,Metacritic,61/100
1070,The Rundown,59,PG-13,104 min,26 Sep 2003,2003,"Action, Adventure, Comedy, Thriller","$47,592,825",6.7,"96,455",Internet Movie Database,6.7/10,Rotten Tomatoes,69%,Metacritic,59/100
1071,S.W.A.T.,45,PG-13,117 min,08 Aug 2003,2003,"Action, Adventure, Crime, Thriller","$116,643,346",6.0,"132,397",Internet Movie Database,6.0/10,Rotten Tomatoes,47%,Metacritic,45/100
1072,Scary Movie 3,49,PG-13,84 min,24 Oct 2003,2003,Comedy,N/A,5.5,"129,353",Internet Movie Database,5.5/10,Rotten Tomatoes,35%,Metacritic,49/100
1073,School of Rock,82,PG-13,109 min,03 Oct 2003,2003,"Comedy, Music","$81,200,000",7.1,"247,117",Internet Movie Database,7.1/10,Rotten Tomatoes,91%,Metacritic,82/100
1074,Seabiscuit,72,PG-13,140 min,25 Jul 2003,2003,"Drama, History, Sport","$120,147,445",7.3,"63,614",Internet Movie Database,7.3/10,Rotten Tomatoes,77%,Metacritic,72/100
1075,Secondhand Lions,52,PG,109 min,19 Sep 2003,2003,"Comedy, Drama, Family","$41,407,470",7.6,"48,792",Internet Movie Database,7.6/10,Rotten Tomatoes,60%,Metacritic,52/100
1076,Shade,40,R,101 min,09 May 2004,2003,"Crime, Thriller",N/A,6.3,"11,646",Internet Movie Database,6.3/10,Rotten Tomatoes,67%,Metacritic,40/100
1077,Shanghai Knights,58,PG-13,114 min,07 Feb 2003,2003,"Action, Adventure, Comedy","$60,447,592",6.2,"94,979",Internet Movie Database,6.2/10,Rotten Tomatoes,66%,Metacritic,58/100
1078,Shattered Glass,73,PG-13,94 min,26 Nov 2003,2003,"Drama, History","$2,105,024",7.1,"31,709",Internet Movie Database,7.1/10,Rotten Tomatoes,91%,Metacritic,73/100
1079,Sinbad: Legend of the Seven Seas,48,PG,86 min,02 Jul 2003,2003,"Animation, Adventure, Family, Fantasy","$26,300,000",6.7,"45,426",Internet Movie Database,6.7/10,Rotten Tomatoes,45%,Metacritic,48/100
1080,The Singing Detective,45,R,109 min,14 Nov 2003,2003,"Comedy, Crime, Musical, Mystery","$293,296",5.6,"7,873",Internet Movie Database,5.6/10,Rotten Tomatoes,39%,Metacritic,45/100
1081,Sky Blue,53,Unrated,86 min,17 Jul 2003,2003,"Animation, Action, Adventure, Fantasy, Sci-Fi",N/A,6.7,"8,780",Internet Movie Database,6.7/10,Rotten Tomatoes,53%,Metacritic,53/100
1082,Something's Gotta Give,66,PG-13,128 min,12 Dec 2003,2003,"Comedy, Drama, Romance","$121,400,000",6.7,"104,717",Internet Movie Database,6.7/10,Rotten Tomatoes,72%,Metacritic,66/100
1083,Spy Kids 3-D: Game Over,57,PG,84 min,25 Jul 2003,2003,"Action, Adventure, Comedy, Family, Sci-Fi",N/A,4.2,"50,307",Internet Movie Database,4.2/10,Rotten Tomatoes,45%,Metacritic,57/100
1084,The Station Agent,81,R,89 min,05 Dec 2003,2003,"Comedy, Drama",N/A,7.6,"64,613",Internet Movie Database,7.6/10,Rotten Tomatoes,94%,Metacritic,81/100
1085,Stuck on You,62,PG-13,118 min,12 Dec 2003,2003,Comedy,N/A,5.7,"49,203",Internet Movie Database,5.7/10,Metacritic,62/100,null,null
1086,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1087,Tears of the Sun,48,R,121 min,07 Mar 2003,2003,"Action, Drama, Thriller, War","$43,426,961",6.6,"107,745",Internet Movie Database,6.6/10,Rotten Tomatoes,33%,Metacritic,48/100
1088,Terminator 3: Rise of the Machines,66,R,109 min,02 Jul 2003,2003,"Action, Sci-Fi","$150,252,753",6.3,"353,617",Internet Movie Database,6.3/10,Rotten Tomatoes,69%,Metacritic,66/100
1089,Testosterone,34,R,105 min,26 Jun 2004,2003,"Comedy, Drama, Romance",N/A,5.4,"1,116",Internet Movie Database,5.4/10,Metacritic,34/100,null,null
1090,The Texas Chainsaw Massacre,38,R,98 min,17 Oct 2003,2003,Horror,"$80,148,261",6.2,"124,163",Internet Movie Database,6.2/10,Rotten Tomatoes,37%,Metacritic,38/100
1091,Thirteen,70,R,100 min,19 Sep 2003,2003,Drama,"$4,500,238",6.8,"76,431",Internet Movie Database,6.8/10,Rotten Tomatoes,81%,Metacritic,70/100
1092,This Girl's Life,63,R,104 min,02 Nov 2003,2003,Drama,N/A,5.8,"2,667",Internet Movie Database,5.8/10,Rotten Tomatoes,50%,Metacritic,63/100
1093,This Thing of Ours,36,NOT RATED,100 min,N/A,2003,"Crime, Drama",N/A,5.3,586,Internet Movie Database,5.3/10,Rotten Tomatoes,40%,Metacritic,36/100
1094,Timeline,28,PG-13,116 min,26 Nov 2003,2003,"Action, Adventure, Sci-Fi, War","$19,375,474",5.6,"57,749",Internet Movie Database,5.6/10,Rotten Tomatoes,11%,Metacritic,28/100
1095,Tupac: Resurrection,66,R,112 min,14 Nov 2003,2003,"Documentary, Biography, Music","$7,646,264",8.0,"8,667",Internet Movie Database,8.0/10,Rotten Tomatoes,78%,Metacritic,66/100
1096,Two Days,N/A,R,87 min,28 Jan 2003,2003,Drama,N/A,6.5,846,Internet Movie Database,6.5/10,null,null,null,null
1097,Uncle Nino,44,PG,104 min,21 Oct 2003,2003,"Comedy, Drama, Family",N/A,6.8,662,Internet Movie Database,6.8/10,Rotten Tomatoes,21%,Metacritic,44/100
1098,Under the Tuscan Sun,52,PG-13,113 min,26 Sep 2003,2003,"Comedy, Drama, Romance","$43,452,354",6.7,"43,707",Internet Movie Database,6.7/10,Rotten Tomatoes,61%,Metacritic,52/100
1099,Underworld,42,R,121 min,19 Sep 2003,2003,"Action, Fantasy, Thriller","$51,483,949",7.0,"241,611",Internet Movie Database,7.0/10,Rotten Tomatoes,31%,Metacritic,42/100
1100,Uptown Girls,33,PG-13,92 min,15 Aug 2003,2003,"Comedy, Drama, Romance","$36,922,190",6.1,"33,398",Internet Movie Database,6.1/10,Rotten Tomatoes,13%,Metacritic,33/100
1101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1102,Veronica Guerin,55,R,98 min,17 Oct 2003,2003,"Biography, Crime, Drama, Thriller",N/A,6.9,"18,061",Internet Movie Database,6.9/10,Rotten Tomatoes,53%,Metacritic,55/100
1103,View from the Top,27,PG-13,87 min,21 Mar 2003,2003,"Comedy, Romance","$15,512,221",5.2,"24,166",Internet Movie Database,5.2/10,Rotten Tomatoes,14%,Metacritic,27/100
1104,What a Girl Wants,41,PG,105 min,04 Apr 2003,2003,"Comedy, Drama, Family, Romance","$35,990,505",5.8,"55,701",Internet Movie Database,5.8/10,Rotten Tomatoes,35%,Metacritic,41/100
1105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1106,Willard,61,PG-13,100 min,14 Mar 2003,2003,"Drama, Horror, Sci-Fi, Thriller","$6,779,751",6.1,"16,820",Internet Movie Database,6.1/10,Rotten Tomatoes,64%,Metacritic,61/100
1107,Wonderland,43,R,104 min,24 Oct 2003,2003,"Crime, Drama, Mystery, Thriller",N/A,6.6,"20,496",Internet Movie Database,6.6/10,Rotten Tomatoes,34%,Metacritic,43/100
1108,Wrong Turn,32,R,84 min,30 May 2003,2003,Horror,"$15,176,515",6.1,"102,160",Internet Movie Database,6.1/10,Rotten Tomatoes,40%,Metacritic,32/100
1109,X2: X-Men United,68,PG-13,134 min,02 May 2003,2003,"Action, Sci-Fi, Thriller","$214,813,155",7.4,"485,747",Internet Movie Database,7.4/10,Rotten Tomatoes,85%,Metacritic,68/100
1110,The Yes Men,68,R,83 min,13 Jan 2005,2003,"Documentary, Comedy","$151,884",6.9,"5,547",Internet Movie Database,6.9/10,Rotten Tomatoes,84%,Metacritic,68/100
1111,The Young Black Stallion,51,G,50 min,25 Dec 2003,2003,"Adventure, Family, Drama","$6,089,227",5.7,971,Internet Movie Database,5.7/10,Rotten Tomatoes,45%,Metacritic,51/100
1112,Zero Day,69,Not Rated,92 min,23 Jan 2004,2002,Drama,N/A,7.3,"3,813",Internet Movie Database,7.3/10,Rotten Tomatoes,68%,Metacritic,69/100
1113,13 Going on 30,57,PG-13,98 min,23 Apr 2004,2004,"Comedy, Fantasy, Romance","$54,600,000",6.1,"152,200",Internet Movie Database,6.1/10,Rotten Tomatoes,65%,Metacritic,57/100
1114,50 First Dates,48,PG-13,99 min,13 Feb 2004,2004,"Comedy, Drama, Romance","$120,776,832",6.8,"307,481",Internet Movie Database,6.8/10,Rotten Tomatoes,45%,Metacritic,48/100
1115,After the Sunset,38,PG-13,97 min,12 Nov 2004,2004,"Action, Comedy, Crime, Drama","$28,300,000",6.3,"42,616",Internet Movie Database,6.3/10,Rotten Tomatoes,18%,Metacritic,38/100
1116,Against the Ropes,36,PG-13,111 min,20 Feb 2004,2004,"Biography, Drama, Romance, Sport","$5,696,752",5.3,"6,384",Internet Movie Database,5.3/10,Rotten Tomatoes,12%,Metacritic,36/100
1117,Agent Cody Banks 2: Destination London,32,PG,100 min,12 Mar 2004,2004,"Action, Adventure, Comedy, Family, Romance, Sci-Fi","$23,222,861",4.5,"13,203",Internet Movie Database,4.5/10,Rotten Tomatoes,14%,Metacritic,32/100
1118,The Alamo,47,PG-13,137 min,09 Apr 2004,2004,"Drama, History, War, Western",N/A,6.0,"18,759",Internet Movie Database,6.0/10,Metacritic,47/100,null,null
1119,Alexander,39,R,175 min,24 Nov 2004,2004,"Action, Biography, Drama, History, Romance, War","$34,264,081",5.6,"155,529",Internet Movie Database,5.6/10,Rotten Tomatoes,16%,Metacritic,39/100
1120,Alfie,49,R,103 min,05 Nov 2004,2004,"Comedy, Drama, Romance","$13,351,235",6.2,"48,352",Internet Movie Database,6.2/10,Rotten Tomatoes,48%,Metacritic,49/100
1121,Alien vs. Predator,29,PG-13,101 min,13 Aug 2004,2004,"Action, Adventure, Horror, Sci-Fi, Thriller","$80,218,314",5.6,"175,415",Internet Movie Database,5.6/10,Rotten Tomatoes,21%,Metacritic,29/100
1122,Along Came Polly,44,PG-13,90 min,16 Jan 2004,2004,"Comedy, Romance","$87,856,565",5.9,"119,453",Internet Movie Database,5.9/10,Rotten Tomatoes,26%,Metacritic,44/100
1123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1124,Anacondas: The Hunt for the Blood Orchid,40,PG-13,97 min,27 Aug 2004,2004,"Action, Adventure, Horror, Thriller","$31,500,000",4.6,"26,613",Internet Movie Database,4.6/10,Rotten Tomatoes,25%,Metacritic,40/100
1125,Anchorman: The Legend of Ron Burgundy,63,PG-13,94 min,09 Jul 2004,2004,Comedy,"$84,136,909",7.2,"311,081",Internet Movie Database,7.2/10,Rotten Tomatoes,66%,Metacritic,63/100
1126,Around the Bend,46,R,85 min,20 Jan 2005,2004,Drama,"$117,093",6.4,"4,056",Internet Movie Database,6.4/10,Rotten Tomatoes,29%,Metacritic,46/100
1127,Around the World in 80 Days,49,PG,120 min,16 Jun 2004,2004,"Action, Adventure, Comedy, Family, Western",N/A,5.9,"79,633",Internet Movie Database,5.9/10,Rotten Tomatoes,32%,Metacritic,49/100
1128,The Assassination of Richard Nixon,63,R,95 min,22 Oct 2004,2004,"Biography, Crime, Drama, History, Thriller","$578,554",7.0,"24,686",Internet Movie Database,7.0/10,Rotten Tomatoes,67%,Metacritic,63/100
1129,The Aviator,77,PG-13,170 min,25 Dec 2004,2004,"Biography, Drama","$102,563,679",7.5,"311,215",Internet Movie Database,7.5/10,Rotten Tomatoes,86%,Metacritic,77/100
1130,Barbershop 2: Back in Business,59,PG-13,106 min,06 Feb 2004,2004,"Comedy, Drama","$64,955,956",5.7,"13,542",Internet Movie Database,5.7/10,Rotten Tomatoes,69%,Metacritic,59/100
1131,Before Sunset,90,R,80 min,30 Jul 2004,2004,"Drama, Romance","$5,600,000",8.0,"211,375",Internet Movie Database,8.0/10,Rotten Tomatoes,95%,Metacritic,90/100
1132,Being Julia,65,R,104 min,18 Feb 2005,2004,"Comedy, Drama, Romance","$7,652,647",7.0,"11,612",Internet Movie Database,7.0/10,Rotten Tomatoes,76%,Metacritic,65/100
1133,Benji: Off the Leash!,49,PG,97 min,20 Aug 2004,2004,"Drama, Family","$3,700,000",4.7,489,Internet Movie Database,4.7/10,Rotten Tomatoes,33%,Metacritic,49/100
1134,The Best Thief in the World,N/A,R,93 min,16 Jan 2004,2004,"Comedy, Drama",N/A,4.9,456,Internet Movie Database,4.9/10,Rotten Tomatoes,40%,null,null
1135,Beyond the Sea,46,PG-13,118 min,29 Dec 2004,2004,"Biography, Drama, Music, Musical","$6,144,806",6.7,"14,079",Internet Movie Database,6.7/10,Rotten Tomatoes,42%,Metacritic,46/100
1136,The Big Bounce,42,PG-13,88 min,30 Jan 2004,2004,"Comedy, Crime","$6,331,346",4.9,"17,147",Internet Movie Database,4.9/10,Rotten Tomatoes,16%,Metacritic,42/100
1137,Birth,50,R,100 min,29 Oct 2004,2004,"Drama, Fantasy, Mystery, Thriller","$5,005,883",6.1,"32,911",Internet Movie Database,6.1/10,Rotten Tomatoes,38%,Metacritic,50/100
1138,Blade: Trinity,38,R,113 min,08 Dec 2004,2004,"Action, Adventure, Horror, Sci-Fi, Thriller","$52,400,000",5.9,"157,611",Internet Movie Database,5.9/10,Rotten Tomatoes,25%,Metacritic,38/100
1139,Black Cloud,N/A,PG-13,97 min,30 Apr 2004,2004,Drama,N/A,6.1,464,Internet Movie Database,6.1/10,Rotten Tomatoes,29%,null,null
1140,The Blue Butterfly,N/A,PG,97 min,26 Aug 2004,2004,"Drama, Adventure",N/A,6.3,"1,408",Internet Movie Database,6.3/10,Rotten Tomatoes,44%,null,null
1141,Bobby Jones: Stroke of Genius,45,PG,120 min,30 Apr 2004,2004,"Biography, Drama, Romance, Sport","$2,536,460",6.7,"3,574",Internet Movie Database,6.7/10,Rotten Tomatoes,26%,Metacritic,45/100
1142,Book of Love,N/A,R,83 min,18 Jan 2004,2004,"Comedy, Drama",N/A,5.4,"1,553",Internet Movie Database,5.4/10,null,null,null,null
1143,Born Into Brothels: Calcutta's Red Light Kids,78,R,85 min,11 Mar 2005,2004,Documentary,"$3,370,574",7.3,"14,809",Internet Movie Database,7.3/10,Rotten Tomatoes,95%,Metacritic,78/100
1144,The Bourne Supremacy,73,PG-13,108 min,23 Jul 2004,2004,"Action, Mystery, Thriller","$176,049,130",7.7,"410,791",Internet Movie Database,7.7/10,Rotten Tomatoes,81%,Metacritic,73/100
1145,Breakin' All the Rules,46,PG-13,85 min,14 May 2004,2004,"Comedy, Romance","$11,827,301",5.7,"5,660",Internet Movie Database,5.7/10,Rotten Tomatoes,31%,Metacritic,46/100
1146,Bridget Jones: The Edge of Reason,44,R,108 min,19 Nov 2004,2004,"Comedy, Drama, Romance","$40,203,020",6.0,"97,616",Internet Movie Database,6.0/10,Rotten Tomatoes,27%,Metacritic,44/100
1147,Brother to Brother,57,Not Rated,94 min,17 Jan 2004,2004,Drama,N/A,7.0,"1,023",Internet Movie Database,7.0/10,Rotten Tomatoes,77%,Metacritic,57/100
1148,The Butterfly Effect,30,R,113 min,23 Jan 2004,2004,"Drama, Sci-Fi, Thriller","$57,200,000",7.6,"425,529",Internet Movie Database,7.6/10,Rotten Tomatoes,33%,Metacritic,30/100
1149,Catch That Kid,33,PG,91 min,06 Feb 2004,2004,"Adventure, Comedy, Crime, Family, Mystery","$16,532,227",5.2,"9,131",Internet Movie Database,5.2/10,Rotten Tomatoes,13%,Metacritic,33/100
1150,Catwoman,27,PG-13,104 min,23 Jul 2004,2004,"Action, Crime, Fantasy","$40,200,000",3.3,"103,518",Internet Movie Database,3.3/10,Rotten Tomatoes,9%,Metacritic,27/100
1151,Cellular,60,PG-13,94 min,10 Sep 2004,2004,"Action, Crime, Thriller","$32,003,620",6.5,"88,721",Internet Movie Database,6.5/10,Rotten Tomatoes,55%,Metacritic,60/100
1152,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,42,R,72 min,22 Oct 2004,2004,"Documentary, War",N/A,4.4,"1,367",Internet Movie Database,4.4/10,Rotten Tomatoes,11%,Metacritic,42/100
1153,Chasing Liberty,46,PG-13,111 min,09 Jan 2004,2004,"Comedy, Romance",N/A,6.1,"34,596",Internet Movie Database,6.1/10,Metacritic,46/100,null,null
1154,Christmas with the Kranks,22,PG,99 min,24 Nov 2004,2004,"Comedy, Family","$73,701,902",5.3,"37,139",Internet Movie Database,5.3/10,Rotten Tomatoes,5%,Metacritic,22/100
1155,The Chronicles of Riddick,38,R,119 min,11 Jun 2004,2004,"Action, Adventure, Sci-Fi, Thriller","$56,800,000",6.7,"205,541",Internet Movie Database,6.7/10,Rotten Tomatoes,29%,Metacritic,38/100
1156,A Cinderella Story,25,PG,95 min,16 Jul 2004,2004,"Comedy, Family, Romance","$51,100,000",5.9,"75,820",Internet Movie Database,5.9/10,Rotten Tomatoes,12%,Metacritic,25/100
1157,The Clearing,60,R,95 min,16 Jul 2004,2004,"Drama, Mystery, Thriller","$5,572,013",5.9,"12,786",Internet Movie Database,5.9/10,Rotten Tomatoes,43%,Metacritic,60/100
1158,Clifford's Really Big Movie,49,G,74 min,23 Apr 2004,2004,"Animation, Adventure, Comedy, Family","$2,782,548",5.3,675,Internet Movie Database,5.3/10,Rotten Tomatoes,53%,Metacritic,49/100
1159,Closer,65,R,104 min,03 Dec 2004,2004,"Drama, Romance","$33,987,757",7.2,"192,169",Internet Movie Database,7.2/10,Rotten Tomatoes,68%,Metacritic,65/100
1160,Cloud Cuckoo Land,N/A,N/A,92 min,15 Aug 2012,2012,Drama,N/A,7.3,24,Internet Movie Database,7.3/10,null,null,null,null
1161,Club Dread,45,R,104 min,27 Feb 2004,2004,"Comedy, Horror, Mystery, Thriller","$4,559,739",5.7,"27,021",Internet Movie Database,5.7/10,Rotten Tomatoes,29%,Metacritic,45/100
1162,Collateral,71,R,120 min,06 Aug 2004,2004,"Crime, Drama, Thriller","$100,003,492",7.5,"337,991",Internet Movie Database,7.5/10,Rotten Tomatoes,86%,Metacritic,71/100
1163,Communication Breakdown,N/A,N/A,N/A,N/A,2004,Comedy,N/A,6.3,31,Internet Movie Database,6.3/10,null,null,null,null
1164,Confessions of a Teenage Drama Queen,33,PG,89 min,20 Feb 2004,2004,"Comedy, Family, Music, Romance","$29,227,473",4.6,"26,101",Internet Movie Database,4.6/10,Rotten Tomatoes,14%,Metacritic,33/100
1165,Connie and Carla,44,PG-13,98 min,16 Apr 2004,2004,"Comedy, Crime, Music","$7,976,065",6.2,"7,577",Internet Movie Database,6.2/10,Rotten Tomatoes,44%,Metacritic,44/100
1166,Control Room,79,Not Rated,84 min,18 Jun 2004,2004,Documentary,"$2,222,612",7.8,"4,928",Internet Movie Database,7.8/10,Rotten Tomatoes,95%,Metacritic,79/100
1167,The Cookout,15,PG-13,97 min,03 Sep 2004,2004,Comedy,"$11,540,112",3.7,"2,614",Internet Movie Database,3.7/10,Rotten Tomatoes,5%,Metacritic,15/100
1168,Crash,69,R,112 min,06 May 2005,2004,"Crime, Drama, Thriller","$55,382,847",7.8,"402,929",Internet Movie Database,7.8/10,Rotten Tomatoes,74%,Metacritic,69/100
1169,Criminal,36,R,113 min,15 Apr 2016,2016,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",N/A,6.3,"52,581",Internet Movie Database,6.3/10,Rotten Tomatoes,30%,Metacritic,36/100
1170,D.E.B.S.,42,PG-13,91 min,25 Mar 2005,2004,"Action, Comedy, Romance",N/A,5.3,"13,867",Internet Movie Database,5.3/10,Rotten Tomatoes,39%,Metacritic,42/100
1171,Dawn of the Dead,59,R,101 min,19 Mar 2004,2004,"Action, Horror","$58,885,635",7.3,"222,270",Internet Movie Database,7.3/10,Rotten Tomatoes,75%,Metacritic,59/100
1172,The Day After Tomorrow,47,PG-13,124 min,28 May 2004,2004,"Action, Adventure, Sci-Fi, Thriller","$186,583,549",6.4,"390,612",Internet Movie Database,6.4/10,Rotten Tomatoes,44%,Metacritic,47/100
1173,A Day Without a Mexican,30,R,100 min,21 May 2004,2004,"Comedy, Drama, Fantasy, Mystery","$4,047,565",4.7,"2,982",Internet Movie Database,4.7/10,Rotten Tomatoes,27%,Metacritic,30/100
1174,De-Lovely,53,PG-13,125 min,06 Aug 2004,2004,"Biography, Drama, Music, Musical","$13,148,028",6.6,"10,470",Internet Movie Database,6.6/10,Rotten Tomatoes,48%,Metacritic,53/100
1175,Dead & Breakfast,34,R,88 min,20 Jul 2006,2004,"Comedy, Fantasy, Horror, Musical",N/A,5.8,"5,631",Internet Movie Database,5.8/10,Rotten Tomatoes,50%,Metacritic,34/100
1176,Dead Birds,N/A,R,91 min,13 Feb 2005,2004,"Horror, Thriller, Western",N/A,5.6,"9,279",Internet Movie Database,5.6/10,Rotten Tomatoes,50%,null,null
1177,Dig!,76,R,107 min,13 Apr 2005,2004,"Documentary, Music",N/A,7.8,"5,591",Internet Movie Database,7.8/10,Rotten Tomatoes,89%,Metacritic,76/100
1178,Dirty Dancing: Havana Nights,39,PG-13,86 min,27 Feb 2004,2004,"Drama, Music, Romance","$14,140,215",6.0,"25,392",Internet Movie Database,6.0/10,Rotten Tomatoes,23%,Metacritic,39/100
1179,A Dirty Shame,56,NC-17,89 min,24 Sep 2004,2004,Comedy,N/A,5.1,"11,692",Internet Movie Database,5.1/10,Metacritic,56/100,null,null
1180,Dodgeball: A True Underdog Story,55,PG-13,92 min,18 Jun 2004,2004,"Comedy, Sport","$114,173,690",6.7,"216,096",Internet Movie Database,6.7/10,Rotten Tomatoes,70%,Metacritic,55/100
1181,The Door in the Floor,67,R,111 min,06 Aug 2004,2004,"Comedy, Drama","$3,634,359",6.6,"14,780",Internet Movie Database,6.6/10,Rotten Tomatoes,67%,Metacritic,67/100
1182,Drum,N/A,R,110 min,27 Aug 1976,1976,"Action, Drama",N/A,5.3,669,Internet Movie Database,5.3/10,null,null,null,null
1183,Ella Enchanted,53,PG,96 min,09 Apr 2004,2004,"Comedy, Family, Fantasy, Romance","$22,811,339",6.2,"57,870",Internet Movie Database,6.2/10,Rotten Tomatoes,50%,Metacritic,53/100
1184,Envy,31,PG-13,99 min,30 Apr 2004,2004,Comedy,"$12,181,484",4.8,"28,850",Internet Movie Database,4.8/10,Rotten Tomatoes,8%,Metacritic,31/100
1185,Eternal Sunshine of the Spotless Mind,89,R,108 min,19 Mar 2004,2004,"Drama, Romance, Sci-Fi","$34,126,138",8.3,"836,020",Internet Movie Database,8.3/10,Rotten Tomatoes,93%,Metacritic,89/100
1186,Exorcist: The Beginning,30,R,114 min,20 Aug 2004,2004,"Horror, Mystery, Thriller","$41,784,746",5.1,"31,886",Internet Movie Database,5.1/10,Rotten Tomatoes,10%,Metacritic,30/100
1187,EuroTrip,45,R,92 min,20 Feb 2004,2004,Comedy,N/A,6.6,"184,139",Internet Movie Database,6.6/10,Metacritic,45/100,null,null
1188,Fade to Black,N/A,R,102 min,14 Oct 1980,1980,"Comedy, Crime, Horror, Thriller",N/A,5.9,"2,559",Internet Movie Database,5.9/10,Rotten Tomatoes,45%,null,null
